2.055475;1.014379;0.985665;0.991431
1.994950;1.014622;0.985099;0.991431
1.934425;1.014483;0.984608;0.991431
1.873900;1.014252;0.984110;0.991431
1.813375;1.014016;0.983576;0.991431
1.752850;1.013807;0.983004;0.991431
1.692325;1.013537;0.982410;0.991431
1.631800;1.013378;0.981743;0.991431
1.571275;1.013104;0.981415;0.991431
1.510750;1.013028;0.978898;0.991431
1.450225;1.012917;0.977452;0.991431
1.389700;1.012768;0.976153;0.988545
1.329175;1.012568;0.975019;0.984600
1.268650;1.012339;0.973934;0.982307
1.208125;1.012083;0.972911;0.980287
1.147600;1.011800;0.971938;0.978172
1.087075;1.011491;0.970990;0.976123
1.026550;1.011157;0.970034;0.974279
0.966025;1.010805;0.969047;0.972847
0.905500;1.010437;0.968012;0.971664
0.844975;1.010054;0.966921;0.970453
0.784450;1.009654;0.965766;0.969173
0.723925;1.009236;0.964540;0.967779
0.663400;1.008803;0.963237;0.966579
0.602875;1.008354;0.961852;0.965384
0.542350;1.007888;0.960382;0.964114
0.481825;1.007405;0.958819;0.962747
0.421300;1.006903;0.957154;0.961283
0.360775;1.006381;0.955379;0.959742
0.300250;1.005836;0.953482;0.957995
0.239725;1.005267;0.951451;0.956128
0.179200;1.004673;0.949273;0.954152
0.118675;1.004051;0.946934;0.952111
0.058150;1.003402;0.944425;0.949948
-0.002375;1.002723;0.941737;0.947595
-0.062900;1.002010;0.938863;0.945063
-0.123425;1.001259;0.935806;0.942105
-0.183950;1.000468;0.932565;0.939012
-0.244475;0.999636;0.929144;0.935779
-0.305000;0.998758;0.925551;0.932348
-0.365525;0.997834;0.921794;0.928719
-0.426050;0.996859;0.917887;0.924879
-0.486575;0.995833;0.913841;0.920844
-0.547100;0.994751;0.909667;0.916610
-0.607625;0.993612;0.905373;0.912197
-0.668150;0.992416;0.900967;0.907737
-0.728675;0.991163;0.896454;0.903428
-0.789200;0.989855;0.891840;0.899102
-0.849725;0.988487;0.887133;0.894577
-0.910250;0.987063;0.882340;0.890180
-0.970775;0.985581;0.877466;0.885718
-1.031300;0.984042;0.872520;0.881378
-1.091825;0.982451;0.867515;0.877329
-1.152350;0.980811;0.862462;0.873523
-1.212875;0.979123;0.857375;0.869884
-1.273400;0.977394;0.852267;0.866619
-1.333925;0.975623;0.847145;0.863482
-1.394450;0.973806;0.842022;0.859927
-1.454975;0.971926;0.836910;0.855048
-1.515500;0.969978;0.831815;0.849765
-1.576025;0.967963;0.826739;0.844645
-1.636550;0.965884;0.821684;0.839722
-1.697075;0.963733;0.816652;0.834184
-1.757600;0.961515;0.811641;0.828924
-1.818125;0.959226;0.806654;0.823535
-1.878650;0.956868;0.801691;0.818211
-1.939175;0.954445;0.796756;0.813171
-1.999700;0.951964;0.791851;0.808678
-2.060225;0.949420;0.786986;0.803864
-2.120750;0.946812;0.782163;0.798907
-2.181275;0.944140;0.777382;0.793958
-2.241800;0.941407;0.772637;0.789318
-2.302325;0.938609;0.767925;0.784273
-2.362850;0.935756;0.763238;0.780028
-2.423375;0.932838;0.758576;0.775018
-2.483900;0.929856;0.753931;0.770040
-2.544425;0.926811;0.749298;0.765258
-2.604950;0.923703;0.744674;0.760381
-2.665475;0.920530;0.740060;0.755287
-2.726000;0.917292;0.735453;0.750327
-2.786525;0.913993;0.730854;0.745707
-2.847050;0.910637;0.726272;0.741182
-2.907575;0.907217;0.721717;0.736317
-2.968100;0.903745;0.717201;0.732331
-3.028625;0.900229;0.712740;0.728887
-3.089150;0.896676;0.708357;0.726035
-3.149675;0.893098;0.704080;0.724165
-3.210200;0.889519;0.699945;0.723994
-3.270725;0.885972;0.696010;0.726520
-3.331250;0.882510;0.692335;0.733134
-3.391775;0.879204;0.688981;0.745039
-3.452300;0.876123;0.685998;0.762498
-3.512825;0.873330;0.683422;0.784658
-3.573350;0.870878;0.681254;0.810937
-3.633875;0.868771;0.679483;0.837494
-3.694400;0.866998;0.678079;0.863323
-3.754925;0.865535;0.676988;0.887190
-3.815450;0.864344;0.676143;0.908163
-3.875975;0.863368;0.675485;0.924794
-3.936500;0.862562;0.674960;0.937826
-3.997025;0.861867;0.674524;0.946421
