7.179900;0.644261;0.769791
7.103900;0.644068;0.776231
7.029800;0.648073;0.780800
6.958100;0.650531;0.783004
6.887600;0.651178;0.784027
6.817400;0.652477;0.784754
6.747100;0.653059;0.785579
6.677200;0.653324;0.786011
6.606900;0.653583;0.786836
6.537700;0.653842;0.786578
6.467800;0.653907;0.787010
6.398300;0.655014;0.787047
6.328500;0.655273;0.787380
6.259300;0.654101;0.787122
6.190100;0.653971;0.786864
6.120400;0.653977;0.787098
6.050200;0.655273;0.787825
5.981200;0.654236;0.787370
5.911700;0.653194;0.787408
5.841900;0.653842;0.787741
5.772200;0.654036;0.787975
5.702200;0.655208;0.788505
5.632100;0.655403;0.789133
5.562700;0.654366;0.789072
5.493000;0.654366;0.789307
5.423600;0.655532;0.789246
5.353900;0.654490;0.789480
5.284200;0.654366;0.789715
5.214500;0.654490;0.789949
5.144500;0.654625;0.790479
5.075600;0.654625;0.789925
5.006000;0.654495;0.790061
4.935800;0.655408;0.790788
4.866800;0.653712;0.790333
4.797000;0.654495;0.790666
4.727100;0.654436;0.791098
4.656600;0.654625;0.792120
4.587200;0.654819;0.792059
4.516900;0.656122;0.792885
4.447100;0.656381;0.793217
4.377200;0.655273;0.793649
4.307800;0.655273;0.793588
4.237700;0.656576;0.794216
4.168500;0.655538;0.793958
4.098700;0.655538;0.794291
4.028700;0.655468;0.794821
3.958500;0.656841;0.795548
3.888900;0.655927;0.795684
3.819100;0.655927;0.796017
3.749000;0.657101;0.796645
3.679100;0.656446;0.797077
3.609200;0.656317;0.797508
3.538300;0.656647;0.798925
3.468700;0.656971;0.799061
3.398600;0.657101;0.799689
3.328500;0.657296;0.800318
3.258200;0.657750;0.801143
3.187800;0.658081;0.802067
3.116900;0.658341;0.803484
3.046400;0.658991;0.804506
2.975500;0.659641;0.805923
2.904400;0.660427;0.807536
2.832900;0.661209;0.809544
2.761400;0.662452;0.811551
2.688800;0.663762;0.814643
2.615500;0.665595;0.818423
2.540900;0.668282;0.823485
2.465300;0.671368;0.829531
2.388800;0.675715;0.836464
2.312500;0.680347;0.843200
2.236100;0.685253;0.850034
2.159500;0.690382;0.857065
2.083300;0.695530;0.863703
2.007100;0.700837;0.870340
1.930900;0.706146;0.876977
1.854900;0.711487;0.883418
1.778900;0.716991;0.889858
1.703200;0.722510;0.896003
1.627700;0.728188;0.901951
1.552200;0.733951;0.907899
1.476800;0.739743;0.913748
1.402100;0.745636;0.918908
1.327100;0.751754;0.924363
1.252100;0.757837;0.929818
1.177400;0.764001;0.934978
1.102800;0.770277;0.940039
1.028400;0.776714;0.944903
0.954100;0.783259;0.949669
0.880000;0.789905;0.954238
0.806100;0.796718;0.958610
0.732300;0.803570;0.962883
0.658670;0.810528;0.966989
0.585220;0.817664;0.970917
0.511930;0.824909;0.974688
0.438820;0.832035;0.978281
0.365880;0.839433;0.981707
0.293090;0.846787;0.984986
0.220500;0.854103;0.988067
0.148020;0.861373;0.991040
0.075750;0.868536;0.993806
0.003610;0.875659;0.996444
-0.068310;0.882436;0.998865
-0.140150;0.889008;1.001208
-0.211860;0.895378;1.003422
-0.283420;0.901476;1.005489
-0.354850;0.907136;1.007427
-0.426180;0.912568;1.009267
-0.497370;0.917640;1.010970
-0.568490;0.922486;1.012603
-0.639480;0.926956;1.014108
-0.710430;0.931134;1.015574
-0.781300;0.935001;1.016961
-0.852000;0.938641;1.018180
-0.922800;0.941974;1.019498
-0.993500;0.945147;1.020718
-1.064000;0.947938;1.021740
-1.134500;0.950647;1.022763
-1.204900;0.953210;1.023687
-1.275400;0.955529;1.024709
-1.345700;0.957701;1.025535
-1.415800;0.959698;1.026163
