-10.000000;0.677539
-9.900000;0.684236
-9.800000;0.688175
-9.700000;0.689356
-9.600000;0.689750
-9.500000;0.689750
-9.400000;0.690144
-9.300000;0.690144
-9.200000;0.690144
-9.100000;0.690144
-9.000000;0.690144
-8.900000;0.690144
-8.800000;0.690144
-8.700000;0.690144
-8.600000;0.690144
-8.500000;0.690144
-8.400000;0.690144
-8.300000;0.690144
-8.200000;0.690144
-8.100000;0.690144
-8.000000;0.690144
-7.900000;0.690144
-7.800000;0.690144
-7.700000;0.690144
-7.600000;0.690144
-7.500000;0.690144
-7.400000;0.690144
-7.300000;0.690144
-7.200000;0.690144
-7.100000;0.690144
-7.000000;0.690144
-6.900000;0.690144
-6.800000;0.690144
-6.700000;0.690144
-6.600000;0.690144
-6.500000;0.690144
-6.400000;0.690144
-6.300000;0.690144
-6.200000;0.690538
-6.100000;0.690538
-6.000000;0.690144
-5.900000;0.690538
-5.800000;0.690538
-5.700000;0.690538
-5.600000;0.690932
-5.500000;0.690932
-5.400000;0.690932
-5.300000;0.690932
-5.200000;0.691326
-5.100000;0.691326
-5.000000;0.691326
-4.900000;0.691720
-4.800000;0.691720
-4.700000;0.692114
-4.600000;0.692114
-4.500000;0.692508
-4.400000;0.692902
-4.300000;0.693296
-4.200000;0.693690
-4.100000;0.694477
-4.000000;0.694871
-3.900000;0.696053
-3.800000;0.697235
-3.700000;0.698417
-3.600000;0.700780
-3.500000;0.703537
-3.400000;0.707871
-3.300000;0.713779
-3.200000;0.720870
-3.100000;0.727960
-3.000000;0.735445
-2.900000;0.742929
-2.800000;0.748444
-2.700000;0.756322
-2.600000;0.764201
-2.500000;0.772079
-2.400000;0.779958
-2.300000;0.791775
-2.200000;0.795714
-2.100000;0.803593
-2.000000;0.811471
-1.900000;0.819349
-1.800000;0.831167
-1.700000;0.839045
-1.599999;0.846924
-1.500000;0.854802
-1.400000;0.862680
-1.300000;0.874498
-1.200000;0.882376
-1.099999;0.886315
-1.000000;0.898133
-0.900000;0.906011
-0.800000;0.913890
-0.700000;0.921768
-0.599999;0.925707
-0.500000;0.933585
-0.400000;0.941464
-0.300000;0.945403
-0.200000;0.953281
-0.099999;0.957221
0.000000;0.961160
0.100000;0.965099
0.200000;0.969038
0.300000;0.972977
0.400001;0.976916
0.500000;0.980856
0.600000;0.980856
0.700000;0.984795
0.800000;0.984795
0.900001;0.988734
1.000000;0.988734
1.100000;0.992673
1.200000;0.992673
1.300000;0.992673
1.400001;0.996612
1.500000;0.996612
1.600000;0.996612
1.700000;0.996612
1.800000;0.996612
1.900001;1.000551
2.000000;1.000551
